customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0000828,Female,1,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,783.39,No
C0000829,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.9,1578.23,No
C0000830,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.89,279.14,Yes
C0000831,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,33.15,306.61,No
C0000832,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.92,2390.04,Yes
C0000833,Male,1,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.93,743.19,Yes
C0000834,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.7,115.78,Yes
C0000835,Male,0,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.92,2010.91,No
C0000836,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,51.0,266.13,Yes
C0000837,Male,0,No,No,22,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.14,1376.56,No
C0000838,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,25.87,949.2,No
C0000839,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),22.93,80.32,Yes
C0000840,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.96,867.34,Yes
C0000841,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,87.58,863.46,Yes
C0000842,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),85.45,1793.75,No
C0000843,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.39,301.43,Yes
C0000844,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,87.05,865.76,Yes
C0000845,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.4, ,Yes
C0000846,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,108.44,302.14,Yes
C0000847,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,1811.75,No
C0000848,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,62.1,247.47,No
C0000849,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.74,219.1,No
C0000850,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.46,727.67,Yes
C0000851,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.06,97.91,Yes
C0000852,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,48.08,48.08,No
C0000853,Male,1,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),78.09,445.94,Yes
C0000854,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.89,177.31,Yes
C0000855,Male,1,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),28.65,981.96,No
C0000856,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.93,80.93,Yes
C0000857,Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),27.03,721.13,No
C0000858,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34.93,258.96,Yes
C0000859,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,52.94,1165.35,Yes
C0000860,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,38.37,76.77,Yes
C0000861,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),142.99,7118.27,No
C0000862,Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,104.13,3068.22,No
C0000863,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),99.23,274.53,No
C0000864,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,93.27,413.69,Yes
C0000865,Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,109.62,2295.6,Yes
C0000866,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,72.03,3672.32,No
C0000867,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,120.53,1388.79,Yes
C0000868,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,132.07,1756.86,Yes
C0000869,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.78,172.37,Yes
C0000870,Female,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.21,842.72,No
C0000871,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),31.75,155.72,Yes
C0000872,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,137.16,1052.94,Yes
C0000873,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.6, ,No
C0000874,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,119.83, ,Yes
C0000875,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,53.16,1109.27,No
C0000876,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,126.8,2808.98,Yes
C0000877,Female,1,Yes,No,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.54,995.84,No
C0000878,Female,1,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.98,2076.68,No
C0000879,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),105.83,632.36,No
C0000880,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.16,582.93,Yes
C0000881,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.8,1950.99,Yes
C0000882,Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,106.88,2858.77,Yes
C0000883,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.61,3399.13,Yes
C0000884,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.34, ,Yes
C0000885,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.19,188.59,Yes
C0000886,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),56.33,1095.67,Yes
C0000887,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,99.9,889.86,No
C0000888,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,88.36, ,Yes
C0000889,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,117.38,1986.91,No
C0000890,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,85.56,778.29,No
C0000891,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.33,478.99,Yes
C0000892,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),103.54,649.41,No
C0000893,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.96, ,Yes
C0000894,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,25.08,174.72,Yes
C0000895,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),138.62,1628.49,Yes
C0000896,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.4,683.76,No
C0000897,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.88,2934.04,Yes
C0000898,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),124.79,337.04,Yes
C0000899,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.17,4198.64,No
C0000900,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,38.17,380.53,No
C0000901,Male,1,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.69,406.28,No
C0000902,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,22.01,87.57,Yes
C0000903,Female,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.59,434.5,Yes
C0000904,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.11,596.17,No
C0000905,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,109.92,869.79,No
C0000906,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),111.85,2297.69,No
C0000907,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.23,252.7,Yes
C0000908,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.44,1902.97,Yes
C0000909,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,82.84,1574.33,No
C0000910,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.57,451.0,No
C0000911,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.51,732.91,No
C0000912,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.13,1245.49,Yes
C0000913,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.49,3691.39,No
C0000914,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),31.06,103.6,Yes
C0000915,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,39.53,1413.45,No
C0000916,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.4,2388.4,Yes
C0000917,Female,1,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.04,1391.15,No
C0000918,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,29.78,392.57,Yes
C0000919,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.42,5832.28,Yes
C0000920,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),66.05,4758.96,No
C0000921,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),104.44,2102.43,No
C0000922,Male,0,No,Yes,8,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.62,345.98,Yes
C0000923,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.6,1468.61,No
C0000924,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.61,111.45,Yes
C0000925,Male,0,No,Yes,6,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,66.14,405.37,Yes
C0000926,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,58.98,4221.18,No
C0000927,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.96,1643.73,No
C0000928,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.67,5925.19,Yes
C0000929,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.91,511.13,Yes
C0000930,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.78,892.19,No
C0000931,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),113.92,8199.29,No
C0000932,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),115.6,855.41,Yes
C0000933,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),97.14,2787.81,No
C0000934,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,35.68,615.42,Yes
C0000935,Female,1,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.99,380.22,No
C0000936,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.77, ,Yes
C0000937,Female,0,No,No,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),61.37,514.01,Yes
C0000938,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.47,794.56,Yes
C0000939,Female,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.89,163.39,Yes
C0000940,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.14,188.0,Yes
C0000941,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,87.68,1766.08,No
C0000942,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.43,1866.88,No
C0000943,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,128.32,128.32,Yes
C0000944,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,37.58,829.55,Yes
C0000945,Male,1,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.88,55.88,Yes
C0000946,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,48.82, ,No
C0000947,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,71.77,199.28,Yes
C0000948,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.34,1718.65,No
C0000949,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.35,86.35,Yes
C0000950,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,65.02, ,Yes
C0000951,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),102.63,247.03,No
C0000952,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),135.83,8009.6,No
C0000953,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.36,4606.93,No
C0000954,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),119.56,185.92,Yes
C0000955,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.14,340.44,Yes
C0000956,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),67.1,3900.2,No
C0000957,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.41,248.27,Yes
C0000958,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,57.74,57.74,No
C0000959,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),44.54,47.54,No
C0000960,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.89,1975.97,No
C0000961,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,137.34,3809.56,No
C0000962,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.36,133.22,No
C0000963,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.46, ,No
C0000964,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,20.26,1335.79,No
C0000965,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.42,913.61,Yes
C0000966,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,111.67,1995.62,Yes
C0000967,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.72,405.12,Yes
C0000968,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),133.18,3759.91,Yes
C0000969,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.78,181.56,Yes
C0000970,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.67,1236.76,No
C0000971,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.06,375.9,No
C0000972,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,120.77,303.48,Yes
C0000973,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),18.5,198.45,No
C0000974,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,39.48,1334.67,No
C0000975,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.35,400.59,Yes
